893.6,893.6,893.6,4.80,157.50
712,712,712,4.80,157.50
987.01,987.01,987.01,4.80,157.50
921.38,921.38,921.38,4.80,157.50
654.66,654.66,654.66,4.80,157.50
392.15,392.15,392.15,4.80,157.50
591.73,591.73,591.73,4.80,157.50
772.88,772.88,772.88,4.80,157.50
1335.35,1335.35,1335.35,4.80,157.50
1940.98,1940.98,1940.98,4.80,157.50
809.01,809.01,809.01,8.00,225.00
269.79,269.79,269.79,8.00,225.00
1076.67,1076.67,1076.67,8.00,225.00
372.3,372.3,372.3,8.00,225.00
1324.02,1324.02,1324.02,8.00,225.00
1375.03,1375.03,1375.03,8.00,225.00
918.51,918.51,918.51,8.00,225.00
551.53,551.53,551.53,8.00,225.00
570.42,570.42,570.42,8.00,225.00
481.41,481.41,481.41,8.00,225.00
920.43,920.43,920.43,6.40,225.00
801.68,801.68,801.68,6.40,225.00
636.73,636.73,636.73,6.40,225.00
413.25,413.25,413.25,6.40,225.00
663.44,663.44,663.44,6.40,225.00
353.95,353.95,353.95,6.40,225.00
322.05,322.05,322.05,6.40,225.00
686.61,686.61,686.61,6.40,225.00
856.81,856.81,856.81,6.40,225.00
2048.72,2048.72,2048.72,6.40,225.00
340.43,340.43,340.43,4.80,225.00
587.58,587.58,587.58,4.80,225.00
343.91,343.91,343.91,4.80,225.00
738.09,738.09,738.09,4.80,225.00
554.45,554.45,554.45,4.80,225.00
653.72,653.72,653.72,4.80,225.00
488.16,488.16,488.16,4.80,225.00
762.6,762.6,762.6,4.80,225.00
589.23,589.23,589.23,4.80,225.00
282.57,282.57,282.57,4.80,225.00
504.39,504.39,504.39,8.00,247.50
999.12,999.12,999.12,8.00,247.50
362.33,362.33,362.33,8.00,247.50
783.93,783.93,783.93,8.00,247.50
493.03,493.03,493.03,8.00,247.50
770.65,770.65,770.65,8.00,247.50
860.47,860.47,860.47,8.00,247.50
587.36,587.36,587.36,8.00,247.50
656.69,656.69,656.69,8.00,247.50
462.09,462.09,462.09,8.00,247.50
1022.04,1022.04,1022.04,8.00,225.00
575.37,575.37,575.37,8.00,225.00
375.65,375.65,375.65,8.00,225.00
586.05,586.05,586.05,8.00,225.00
609.32,609.32,609.32,8.00,225.00
656.51,656.51,656.51,8.00,225.00
570.01,570.01,570.01,8.00,225.00
796.09,796.09,796.09,8.00,225.00
854.05,854.05,854.05,8.00,225.00
699.92,699.92,699.92,8.00,225.00
359.97,359.97,359.97,3.20,270.00
478.19,478.19,478.19,3.20,270.00
576.13,576.13,576.13,3.20,270.00
439.64,439.64,439.64,3.20,270.00
637.21,637.21,637.21,3.20,270.00
556.29,556.29,556.29,3.20,270.00
534.07,534.07,534.07,3.20,270.00
812.29,812.29,812.29,3.20,270.00
412.17,412.17,412.17,3.20,270.00
414.94,414.94,414.94,3.20,270.00
727.74,727.74,727.74,3.20,315.00
708.2,708.2,708.2,3.20,315.00
507.09,507.09,507.09,3.20,315.00
729.65,729.65,729.65,3.20,315.00
575.16,575.16,575.16,3.20,315.00
1164.2,1164.2,1164.2,3.20,315.00
501.99,501.99,501.99,3.20,315.00
547.32,547.32,547.32,3.20,315.00
521.75,521.75,521.75,3.20,315.00
893.96,893.96,893.96,3.20,315.00
343.01,343.01,343.01,4.80,202.50
306.71,306.71,306.71,4.80,202.50
672.18,672.18,672.18,4.80,202.50
444.33,444.33,444.33,4.80,202.50
828.47,828.47,828.47,4.80,202.50
306.34,306.34,306.34,4.80,202.50
343.35,343.35,343.35,4.80,202.50
789.98,789.98,789.98,4.80,202.50
494.52,494.52,494.52,4.80,202.50
915.19,915.19,915.19,4.80,202.50
393.26,393.26,393.26,4.80,292.50
958.27,958.27,958.27,4.80,292.50
734.21,734.21,734.21,4.80,292.50
437.17,437.17,437.17,4.80,292.50
